dataset,motor,rpm,seed,method,requested_method,mahalanobis_method,knn_neighbors,n_train,n_calibration,n_known_test,n_unknown_test,n_unknown_classes,known_accuracy,open_set_accuracy,auroc,aupr_unknown_positive,fpr_at_tpr95,unknown_precision,unknown_recall,unknown_f1,known_score_median,unknown_score_median,inference_seconds,peak_memory_mb,status,openset_method,canonical_method,threshold,raw_thresholds,threshold_strategy,score_direction,calibration_source
T3/6000,T3,6000rpm,42,mahalanobis,mahalanobis,ledoit_wolf,,188,62,64,2627,9,0.875,0.997027,1.0,1.0,0.0,0.996964,1.0,0.99848,0.857029,39.918565,0.006871,,completed,mahalanobis,mahalanobis,1.0,[10.421789436540779],known_calibration_quantile_0.95,higher_is_unknown,known training/calibration only
