dataset,motor,rpm,seed,method,requested_method,mahalanobis_method,knn_neighbors,n_train,n_calibration,n_known_test,n_unknown_test,n_unknown_classes,known_accuracy,open_set_accuracy,auroc,aupr_unknown_positive,fpr_at_tpr95,unknown_precision,unknown_recall,unknown_f1,known_score_median,unknown_score_median,inference_seconds,peak_memory_mb,status,openset_method,canonical_method,threshold,raw_thresholds,threshold_strategy,score_direction,calibration_source,reference_bank_samples,effective_neighbors,distance_metric,neighbor_aggregation
T3/11000,T3,11000rpm,42,knn,knn,,5,180,60,60,2828,9,0.866667,0.99723,1.0,1.0,0.0,0.997179,1.0,0.998588,0.924731,42.266195,0.014538,,completed,knn,knn,1.0,[7.929134108786004],known_calibration_quantile_0.95,higher_is_unknown,known training/calibration only,[180],[5],euclidean,mean_distance
