dataset,motor,rpm,seed,method,requested_method,mahalanobis_method,knn_neighbors,n_train,n_calibration,n_known_test,n_unknown_test,n_unknown_classes,known_accuracy,open_set_accuracy,auroc,aupr_unknown_positive,fpr_at_tpr95,unknown_precision,unknown_recall,unknown_f1,known_score_median,unknown_score_median,inference_seconds,peak_memory_mb,status,openset_method,canonical_method,threshold,raw_thresholds,threshold_strategy,score_direction,calibration_source
T3/8000,T3,8000rpm,42,mahalanobis,mahalanobis,ledoit_wolf,,163,54,55,2953,9,0.981818,0.999668,1.0,1.0,0.0,0.999661,1.0,0.999831,0.864713,66.954809,0.007245,,completed,mahalanobis,mahalanobis,1.0,[10.537119249051788],known_calibration_quantile_0.95,higher_is_unknown,known training/calibration only
