dataset,motor,rpm,seed,method,requested_method,mahalanobis_method,knn_neighbors,n_train,n_calibration,n_known_test,n_unknown_test,n_unknown_classes,known_accuracy,open_set_accuracy,auroc,aupr_unknown_positive,fpr_at_tpr95,unknown_precision,unknown_recall,unknown_f1,known_score_median,unknown_score_median,inference_seconds,peak_memory_mb,status,openset_method,canonical_method,threshold,raw_thresholds,threshold_strategy,score_direction,calibration_source,reference_bank_samples,effective_neighbors,distance_metric,neighbor_aggregation
T1/8000,T1,8000rpm,42,mahalanobis,mahalanobis,ledoit_wolf,,187,62,64,2736,9,0.953125,0.998929,1.0,1.0,0.0,0.998905,1.0,0.999452,0.877709,63.003444,0.007717,,completed,mahalanobis,mahalanobis,1.0,[9.611143954274038],known_calibration_quantile_0.95,higher_is_unknown,known training/calibration only,,,ledoit_wolf_mahalanobis,
