dataset,motor,rpm,seed,method,requested_method,mahalanobis_method,knn_neighbors,n_train,n_calibration,n_known_test,n_unknown_test,n_unknown_classes,known_accuracy,open_set_accuracy,auroc,aupr_unknown_positive,fpr_at_tpr95,unknown_precision,unknown_recall,unknown_f1,known_score_median,unknown_score_median,inference_seconds,peak_memory_mb,status,openset_method,canonical_method,threshold,raw_thresholds,threshold_strategy,score_direction,calibration_source
T2/8000,T2,8000rpm,2026,knn,knn,,5,220,73,75,2882,9,0.986667,0.999662,1.0,1.0,0.0,0.999653,1.0,0.999827,0.792722,45.726656,0.014374,,completed,knn,knn,1.0,[9.128848866934126],known_calibration_quantile_0.95,higher_is_unknown,known training/calibration only
