"archive_path","entry_path","depth","entry_kind","uncompressed_size_bytes","compressed_size_bytes","last_write_time"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/2screws/T3_Group_feature_data_clean.csv","1","file","669538","279321","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/3screws/","1","directory","0","0","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/3screws/T3_Group_feature_data.csv","1","file","1218675","510512","2025-04-23T12:46:58.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/3screws/T3_Group_feature_data_clean.csv","1","file","600316","251088","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/3_14screws/","1","directory","0","0","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/3_14screws/T3_Group_feature_data.csv","1","file","1226163","510574","2025-04-23T12:47:52.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/3_14screws/T3_Group_feature_data_clean.csv","1","file","625196","259940","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/4screws/","1","directory","0","0","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/4screws/T3_Group_feature_data.csv","1","file","1222209","513251","2025-04-23T12:46:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/4screws/T3_Group_feature_data_clean.csv","1","file","558693","234520","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/4_146screws/","1","directory","0","0","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/4_146screws/T3_Group_feature_data.csv","1","file","1223485","511338","2025-04-23T12:48:04.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/4_146screws/T3_Group_feature_data_clean.csv","1","file","611841","255573","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/5screws/","1","directory","0","0","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/5screws/T3_Group_feature_data.csv","1","file","1219893","508986","2025-04-23T12:45:58.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/5screws/T3_Group_feature_data_clean.csv","1","file","600230","250189","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/6screws/","1","directory","0","0","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/6screws/T3_Group_feature_data.csv","1","file","1222971","510135","2025-04-23T12:45:18.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/6screws/T3_Group_feature_data_clean.csv","1","file","614240","256288","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/7screws/","1","directory","0","0","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/7screws/T3_Group_feature_data.csv","1","file","1220379","509740","2025-04-23T12:44:46.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/7screws/T3_Group_feature_data_clean.csv","1","file","611254","255228","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/8screws/","1","directory","0","0","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/8screws/T3_Group_feature_data.csv","1","file","1220633","509531","2025-04-23T12:44:20.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/11000rpm/8screws/T3_Group_feature_data_clean.csv","1","file","595895","249019","2025-05-09T10:33:28.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/","1","directory","0","0","2025-04-17T12:18:14.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/1screws/","1","directory","0","0","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/1screws/T3_Group_feature_data.csv","1","file","1224471","512130","2025-04-23T12:47:30.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/1screws/T3_Group_feature_data_clean.csv","1","file","596597","249100","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/2screws/","1","directory","0","0","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/2screws/T3_Group_feature_data.csv","1","file","1223477","509621","2025-04-23T12:47:12.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/2screws/T3_Group_feature_data_clean.csv","1","file","562335","234231","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/3screws/","1","directory","0","0","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/3screws/T3_Group_feature_data.csv","1","file","1222702","510985","2025-04-23T12:46:54.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/3screws/T3_Group_feature_data_clean.csv","1","file","658286","274722","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/3_14screws/","1","directory","0","0","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/3_14screws/T3_Group_feature_data.csv","1","file","1226688","511399","2025-04-23T12:47:46.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/3_14screws/T3_Group_feature_data_clean.csv","1","file","574568","239703","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/4screws/","1","directory","0","0","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/4screws/T3_Group_feature_data.csv","1","file","1226839","510510","2025-04-23T12:46:22.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/4screws/T3_Group_feature_data_clean.csv","1","file","580506","241246","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/4_146screws/","1","directory","0","0","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/4_146screws/T3_Group_feature_data.csv","1","file","1221709","510056","2025-04-23T12:47:58.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/4_146screws/T3_Group_feature_data_clean.csv","1","file","580395","242475","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/5screws/","1","directory","0","0","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/5screws/T3_Group_feature_data.csv","1","file","1226380","510117","2025-04-23T12:45:38.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/5screws/T3_Group_feature_data_clean.csv","1","file","602155","250313","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/6screws/","1","directory","0","0","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/6screws/T3_Group_feature_data.csv","1","file","1223594","508935","2025-04-23T12:45:04.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/6screws/T3_Group_feature_data_clean.csv","1","file","559219","232396","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/7screws/","1","directory","0","0","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/7screws/T3_Group_feature_data.csv","1","file","1223608","509414","2025-04-23T12:44:34.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/7screws/T3_Group_feature_data_clean.csv","1","file","501080","208660","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/8screws/","1","directory","0","0","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/8screws/T3_Group_feature_data.csv","1","file","1222353","509012","2025-04-23T12:44:06.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/6000rpm/8screws/T3_Group_feature_data_clean.csv","1","file","624018","259849","2025-05-09T10:33:24.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/","1","directory","0","0","2025-04-17T12:18:32.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/1screws/","1","directory","0","0","2025-05-09T10:33:20.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/1screws/T3_Group_feature_data.csv","1","file","1223067","511205","2025-04-23T13:01:44.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/1screws/T3_Group_feature_data_clean.csv","1","file","573149","238236","2025-05-09T16:13:14.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/2screws/","1","directory","0","0","2025-05-09T10:33:20.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/2screws/T3_Group_feature_data.csv","1","file","1221617","511461","2025-04-23T13:01:30.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/2screws/T3_Group_feature_data_clean.csv","1","file","712512","297955","2025-05-09T16:13:14.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/3screws/","1","directory","0","0","2025-05-09T10:33:20.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/3screws/T3_Group_feature_data.csv","1","file","1221141","510011","2025-04-23T13:01:16.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/3screws/T3_Group_feature_data_clean.csv","1","file","702426","293208","2025-05-09T16:13:16.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/3_14screws/","1","directory","0","0","2025-05-09T10:33:20.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/3_14screws/T3_Group_feature_data.csv","1","file","1224034","511222","2025-04-23T13:02:00.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/3_14screws/T3_Group_feature_data_clean.csv","1","file","653404","272352","2025-05-09T16:13:16.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/4screws/","1","directory","0","0","2025-05-09T10:33:20.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/4screws/T3_Group_feature_data.csv","1","file","1222613","510797","2025-04-23T13:01:02.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/4screws/T3_Group_feature_data_clean.csv","1","file","537849","224124","2025-05-09T16:13:16.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/4_146screws/","1","directory","0","0","2025-05-09T10:33:20.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/4_146screws/T3_Group_feature_data.csv","1","file","1225540","511422","2025-04-23T13:02:14.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/4_146screws/T3_Group_feature_data_clean.csv","1","file","638424","266371","2025-05-09T16:13:16.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/5screws/","1","directory","0","0","2025-05-09T10:33:20.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/5screws/T3_Group_feature_data.csv","1","file","1221691","510359","2025-04-23T13:00:48.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/5screws/T3_Group_feature_data_clean.csv","1","file","636211","265618","2025-05-09T16:13:16.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/6screws/","1","directory","0","0","2025-05-09T10:33:20.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/6screws/T3_Group_feature_data.csv","1","file","1222624","509720","2025-04-23T13:00:34.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/6screws/T3_Group_feature_data_clean.csv","1","file","683997","284506","2025-05-09T16:13:16.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/7screws/","1","directory","0","0","2025-05-09T10:33:20.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/7screws/T3_Group_feature_data.csv","1","file","1220475","510647","2025-04-23T13:00:18.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/7screws/T3_Group_feature_data_clean.csv","1","file","658299","275152","2025-05-09T16:13:16.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/8screws/","1","directory","0","0","2025-05-09T10:33:20.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/8screws/T3_Group_feature_data.csv","1","file","1223437","510756","2025-04-23T13:00:08.0000000+08:00"
"馬達研究\階段3.zip::階段3/myfeature.zip","myfeature/T3/8000rpm/8screws/T3_Group_feature_data_clean.csv","1","file","541033","226059","2025-05-09T16:13:16.0000000+08:00"
