dataset,motor,rpm,seed,method,requested_method,mahalanobis_method,knn_neighbors,n_train,n_calibration,n_known_test,n_unknown_test,n_unknown_classes,known_accuracy,open_set_accuracy,auroc,aupr_unknown_positive,fpr_at_tpr95,unknown_precision,unknown_recall,unknown_f1,known_score_median,unknown_score_median,inference_seconds,peak_memory_mb,status,openset_method,canonical_method,threshold,raw_thresholds,threshold_strategy,score_direction,calibration_source
T3/11000,T3,11000rpm,123,mahalanobis,mahalanobis,ledoit_wolf,,180,60,60,2828,9,0.9,0.997922,1.0,1.0,0.0,0.997883,1.0,0.99894,0.888635,70.029433,0.005033,,completed,mahalanobis,mahalanobis,1.0,[9.6977658212426],known_calibration_quantile_0.95,higher_is_unknown,known training/calibration only
