dataset,motor,rpm,seed,method,requested_method,mahalanobis_method,knn_neighbors,n_train,n_calibration,n_known_test,n_unknown_test,n_unknown_classes,known_accuracy,open_set_accuracy,auroc,aupr_unknown_positive,fpr_at_tpr95,unknown_precision,unknown_recall,unknown_f1,known_score_median,unknown_score_median,inference_seconds,peak_memory_mb,status,openset_method,canonical_method,threshold,raw_thresholds,threshold_strategy,score_direction,calibration_source
T1/11000,T1,11000rpm,123,knn,knn,,5,214,71,73,2994,9,0.890411,0.997392,1.0,1.0,0.0,0.997335,1.0,0.998666,0.855052,18.481646,0.015486,,completed,knn,knn,1.0,[7.381015088342826],known_calibration_quantile_0.95,higher_is_unknown,known training/calibration only
