dataset,motor,rpm,seed,method,requested_method,mahalanobis_method,knn_neighbors,n_train,n_calibration,n_known_test,n_unknown_test,n_unknown_classes,known_accuracy,open_set_accuracy,auroc,aupr_unknown_positive,fpr_at_tpr95,unknown_precision,unknown_recall,unknown_f1,known_score_median,unknown_score_median,inference_seconds,peak_memory_mb,status,openset_method,canonical_method,threshold,raw_thresholds,threshold_strategy,score_direction,calibration_source
T2/6000,T2,6000rpm,42,knn,knn,,5,194,64,66,2865,9,0.984848,0.999659,1.0,1.0,0.0,0.999651,1.0,0.999826,0.844397,38.793872,0.013127,,completed,knn,knn,1.0,[8.316142540922883],known_calibration_quantile_0.95,higher_is_unknown,known training/calibration only
