dataset,motor,rpm,seed,method,requested_method,mahalanobis_method,knn_neighbors,n_train,n_calibration,n_known_test,n_unknown_test,n_unknown_classes,known_accuracy,open_set_accuracy,auroc,aupr_unknown_positive,fpr_at_tpr95,unknown_precision,unknown_recall,unknown_f1,known_score_median,unknown_score_median,inference_seconds,peak_memory_mb,status,openset_method,canonical_method,threshold,raw_thresholds,threshold_strategy,score_direction,calibration_source
T1/8000,T1,8000rpm,123,knn,knn,,5,187,62,64,2736,9,0.859375,0.996786,1.0,1.0,0.0,0.996721,1.0,0.998358,0.877148,35.568315,0.012468,,completed,knn,knn,1.0,[7.700565575182638],known_calibration_quantile_0.95,higher_is_unknown,known training/calibration only
