dataset,motor,rpm,seed,method,requested_method,mahalanobis_method,knn_neighbors,n_train,n_calibration,n_known_test,n_unknown_test,n_unknown_classes,known_accuracy,open_set_accuracy,auroc,aupr_unknown_positive,fpr_at_tpr95,unknown_precision,unknown_recall,unknown_f1,known_score_median,unknown_score_median,inference_seconds,peak_memory_mb,status,openset_method,canonical_method,threshold,raw_thresholds,threshold_strategy,score_direction,calibration_source,reference_bank_samples,effective_neighbors,distance_metric,neighbor_aggregation
T1/11000,T1,11000rpm,123,mahalanobis,mahalanobis,ledoit_wolf,,214,71,73,2994,9,0.958904,0.999022,1.0,1.0,0.0,0.998999,1.0,0.999499,0.79764,50.040354,0.00844,,completed,mahalanobis,mahalanobis,1.0,[9.898911538995536],known_calibration_quantile_0.95,higher_is_unknown,known training/calibration only,,,ledoit_wolf_mahalanobis,
